The Spiderwick Chronicles,"'Children,Family'",Mark Waters,"'Freddie Highmore, Mary-Louise Parker, Sarah Bolger, Joan Plowright, David Strathairn, Nick Nolte, Seth Rogen, Andrew McCarthy, Martin Short'",2008,97,
White Christmas,"'Children,Family,Classic,Comedy'",Michael Curtiz,"'Bing Crosby, Danny Kaye, Rosemary Clooney, Vera-Ellen, Dean Jagger, Mary Wickes, John Brascia, Anne Whitfield, George Chakiris'",1954,120,
Aliens Stole My Body,"'Children,Family,Comedy'",Sean McNamara,"'Jayden Greig, Lauren McNamara, Dan Payne, Alex Zahara, Sean Quan, Kirsten Robek, Ty Consiglio, Christian Convery, Sandy Robson, Christina Meredith Lewall, George Takei'",2020,88,
Kung Fu Panda,"'Children,Family,Comedy'","John Stevenson, Mark Osborne","'Jack Black, Dustin Hoffman, Angelina Jolie, Ian McShane, Seth Rogen, Lucy Liu, Jackie Chan, David Cross, Randall Duk Kim, James Hong'",2008,94,
Monster House,"'Children,Family,Comedy'",Gil Kenan,"'Mitchel Musso, Sam Lerner, Spencer Locke, Steve Buscemi, Kathleen Turner, Jason Lee, Jon Heder, Maggie Gyllenhaal, Catherine O'Hara, Fred Willard, Nick Cannon, Kevin James'",2006,91,
Rango,"'Children,Family,Comedy'",Gore Verbinski,"'Johnny Depp, Isla Fisher, Abigail Breslin, Ned Beatty, Alfred Molina, Bill Nighy, Stephen Root, Harry Dean Stanton, Timothy Olyphant, Ray Winstone'",2011,110,
Stuart Little,"'Children,Family,Comedy'",Rob Minkoff,"'Michael J. Fox, Jonathan Lipnicki, Geena Davis, Hugh Laurie, Nathan Lane'",1999,85,
The BFG,"'Children,Family,Drama'",Steven Spielberg,"'Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement, Rebecca Hall, Rafe Spall, Bill Hader, Ólafur Darri Ólafsson, Adam Godley, Michael Adamthwaite, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa'",2016,118,
White Fang,"'Children,Family,Drama'",Alexandre Espigares,"'Nick Offerman, Rashida Jones, Paul Giamatti, Eddie Spears, David Boat, Sean Kenin, Raquel Antonia, Daniel Hagen, Stephen Kramer Glickman, William Calvert, Jason Grasl, Armando Riesco'",2018,88,
Over the Moon,"'Children,Family,Musical'",Glen Keane,"'Cathy Ang, Phillipa Soo, Ken Jeong, Robert G. Chiu, John Cho, Sandra Oh, Ruthie Ann Miles, Margaret Cho, Kimiko Glenn, Artt Butler, Irene Tsu, Clem Cheung, Conrad Ricamora'",2020,100,
